Soil Moisture,Temperature,Humidity,Rain,Crop Type,Pump
38.64,21.38,43.53,0,Sugarcane,1
25.48,46.37,53.19,0,Sugarcane,1
77.12,28.49,28.6,0,Rice,0
65.99,30.4,82.77,0,Rice,1
52.35,16.74,22.07,1,Sugarcane,0
57.21,16.24,82.55,0,Cotton,0
71.13,38.67,30.52,0,Maize,0
29.42,32.76,86.49,0,Maize,1
94.69,31.79,74.73,1,Wheat,0
92.86,23.02,32.35,0,Maize,0
65.28,39.58,62.44,1,Maize,0
26.96,20.55,43.45,0,Cotton,1
67.82,21.27,33.37,0,Maize,0
16.14,30.2,84.44,0,Cotton,1
12.61,24.45,50.26,0,Rice,1
31.9,23.17,49.89,0,Cotton,0
49.32,36.29,32.74,0,Rice,1
83.8,36.48,48.73,1,Cotton,0
71.81,42.21,85.37,0,Sugarcane,0
73.13,28.78,47.23,0,Rice,0
46.17,17.41,91.37,0,Rice,1
39.4,24.03,90.97,0,Maize,1
41.54,47.34,30.87,0,Rice,1
93.95,34.68,33.3,0,Cotton,0
13.41,38.42,84.7,0,Sugarcane,1
83.7,15.24,49.46,0,Sugarcane,0
59.19,32.1,20.33,1,Maize,0
47.28,16.24,40.54,0,Cotton,0
71.65,33.78,64.82,1,Cotton,0
51.37,45.39,79.94,0,Wheat,0
84.24,46.96,30.0,1,Rice,0
86.56,32.84,28.29,0,Maize,0
45.85,30.12,89.16,0,Sugarcane,1
33.53,46.19,76.34,0,Wheat,1
60.35,37.23,64.23,1,Cotton,0
87.55,17.14,77.69,0,Rice,0
27.91,30.37,52.16,0,Sugarcane,1
62.95,22.93,76.88,1,Wheat,0
63.68,30.5,47.89,0,Cotton,0
72.31,30.03,38.31,0,Sugarcane,0
21.18,34.21,74.68,0,Sugarcane,0
70.85,26.77,51.48,0,Cotton,0
87.27,20.42,93.6,0,Cotton,0
25.27,31.62,46.21,0,Maize,1
30.19,42.4,89.13,0,Sugarcane,1
92.57,36.91,89.97,0,Cotton,0
25.38,26.17,38.14,1,Wheat,0
82.62,45.87,79.87,0,Rice,0
51.84,45.1,52.48,0,Maize,0
31.01,21.91,88.81,0,Cotton,1
84.01,16.3,53.76,0,Rice,0
47.85,39.46,75.82,0,Maize,0
53.76,42.31,55.02,0,Sugarcane,0
40.53,46.94,37.09,0,Rice,1
60.4,44.36,34.95,1,Maize,0
23.9,34.82,51.91,0,Cotton,1
43.24,32.49,76.66,0,Cotton,0
92.4,15.92,65.38,0,Maize,0
31.94,23.14,71.65,0,Sugarcane,1
65.82,30.17,41.17,1,Maize,0
37.64,35.74,56.11,0,Wheat,1
75.75,33.39,23.33,0,Maize,0
21.12,39.51,81.31,0,Maize,1
92.43,24.23,94.24,0,Cotton,0
48.57,33.64,50.52,0,Sugarcane,1
30.06,17.91,20.82,0,Maize,1
16.25,28.65,32.73,0,Rice,1
24.43,39.76,68.94,0,Cotton,1
54.18,37.88,65.91,0,Cotton,0
38.65,47.69,79.09,0,Maize,1
80.46,24.17,39.04,0,Rice,0
46.63,31.44,77.27,0,Maize,0
31.14,25.87,71.6,1,Rice,0
62.46,29.54,44.21,0,Cotton,0
70.08,43.28,60.91,1,Rice,0
24.2,37.58,31.05,0,Maize,1
24.25,44.12,53.94,1,Wheat,0
13.12,21.72,86.09,0,Wheat,1
72.59,43.82,51.59,0,Rice,0
66.42,16.97,82.97,1,Maize,0
50.34,44.32,64.27,1,Sugarcane,0
81.75,25.86,34.39,0,Wheat,0
78.48,25.38,63.58,0,Cotton,0
59.76,31.9,57.95,0,Maize,0
83.8,46.04,49.9,1,Maize,0
27.5,16.58,28.97,0,Wheat,1
19.51,26.62,51.25,0,Sugarcane,1
32.93,43.27,25.46,0,Cotton,1
14.85,28.07,27.41,1,Sugarcane,0
55.15,21.57,51.19,0,Cotton,0
89.61,29.02,42.9,0,Wheat,0
13.34,27.72,89.42,1,Maize,0
20.38,45.21,48.18,0,Cotton,1
48.44,40.14,76.84,0,Maize,1
89.38,31.67,59.77,0,Rice,0
36.87,47.62,72.81,0,Rice,1
53.11,30.35,39.51,0,Wheat,0
13.53,16.92,90.64,0,Wheat,1
22.61,23.66,59.76,0,Wheat,1
93.86,29.39,82.35,0,Rice,0
92.04,20.18,47.38,0,Cotton,0
10.42,46.27,27.52,0,Sugarcane,1
90.9,40.31,70.53,0,Wheat,0
64.33,23.85,20.58,0,Sugarcane,0
83.77,34.5,55.65,0,Sugarcane,0
48.65,38.81,34.46,0,Rice,1
53.83,46.06,67.05,0,Cotton,0
51.55,44.09,93.46,1,Rice,0
66.68,32.0,54.83,0,Wheat,0
21.87,40.56,81.31,0,Rice,1
12.55,33.55,58.08,0,Rice,1
36.17,33.24,57.19,0,Rice,1
69.9,18.79,89.78,0,Wheat,0
27.16,19.16,86.75,0,Wheat,1
67.24,32.47,78.94,0,Rice,0
92.44,23.87,42.22,0,Rice,0
17.98,15.69,60.88,0,Sugarcane,1
67.17,38.85,36.79,0,Cotton,0
47.72,16.07,53.29,0,Sugarcane,1
83.79,34.64,56.32,0,Cotton,0
25.06,32.79,82.37,1,Cotton,1
68.87,46.97,87.2,1,Rice,0
81.24,30.98,51.1,1,Sugarcane,0
90.29,17.1,21.33,1,Cotton,0
68.08,33.21,84.63,0,Cotton,0
52.26,42.76,33.07,1,Wheat,0
62.52,47.9,66.64,0,Cotton,0
83.86,29.2,21.87,0,Rice,0
58.5,25.57,49.96,1,Maize,0
12.58,44.92,93.95,0,Wheat,1
89.13,21.31,27.55,1,Maize,0
68.61,35.31,51.78,0,Rice,0
67.5,28.39,43.04,1,Maize,0
28.33,16.36,87.88,0,Cotton,1
66.01,26.46,85.2,0,Maize,0
43.48,23.75,37.83,0,Sugarcane,1
65.35,37.64,26.09,1,Rice,0
19.06,46.31,67.04,0,Sugarcane,1
65.92,23.85,45.23,0,Maize,0
94.95,41.78,70.41,0,Sugarcane,0
14.1,16.83,22.41,0,Wheat,1
93.06,32.76,30.0,0,Maize,0
44.59,17.33,71.48,0,Sugarcane,1
84.01,45.82,35.93,0,Cotton,0
76.5,40.29,84.32,0,Maize,1
58.2,36.71,24.39,0,Wheat,0
72.77,42.19,36.16,0,Cotton,0
84.67,36.37,94.89,0,Maize,0
44.35,46.98,52.48,0,Cotton,0
37.8,38.56,72.72,1,Maize,0
66.75,45.51,33.7,0,Maize,0
78.67,32.07,65.74,0,Rice,0
74.79,18.86,74.46,0,Sugarcane,1
77.81,32.43,43.59,0,Maize,0
47.02,19.19,82.17,0,Wheat,0
79.52,34.55,65.26,0,Sugarcane,0
20.22,30.92,49.18,1,Rice,0
56.28,35.54,61.82,0,Sugarcane,0
10.49,15.33,63.26,0,Sugarcane,1
37.59,21.43,32.42,0,Maize,1
41.15,31.21,50.2,0,Wheat,0
43.67,46.37,45.76,1,Maize,0
69.11,27.66,50.07,0,Wheat,0
43.03,29.0,77.08,1,Wheat,0
48.14,38.58,56.19,0,Cotton,0
30.19,34.93,90.52,0,Maize,1
41.73,24.86,42.03,0,Rice,1
29.32,28.56,51.18,0,Sugarcane,1
16.22,22.18,79.02,0,Cotton,0
61.29,46.88,60.95,0,Rice,0
66.8,19.31,61.03,0,Maize,0
62.66,27.27,24.0,0,Wheat,0
49.4,15.85,49.89,0,Maize,0
42.28,22.32,40.31,0,Maize,1
83.38,40.76,94.95,1,Cotton,0
54.12,21.64,43.13,0,Rice,1
50.73,17.64,86.34,0,Cotton,0
12.18,30.66,70.72,0,Rice,1
39.01,15.33,45.57,0,Cotton,0
42.32,17.8,60.77,0,Sugarcane,1
43.9,41.65,83.04,0,Wheat,0
59.31,40.46,86.25,0,Wheat,0
55.36,45.2,32.03,0,Wheat,0
61.67,43.2,45.47,0,Sugarcane,0
75.02,37.54,45.14,0,Sugarcane,0
79.1,16.73,23.15,1,Wheat,0
71.04,40.83,64.87,0,Wheat,0
91.22,42.9,84.11,0,Rice,0
11.55,41.37,48.62,0,Rice,1
26.64,31.78,75.5,1,Maize,0
10.64,22.69,67.08,0,Cotton,1
65.04,42.9,48.17,0,Rice,0
86.33,39.0,30.58,1,Rice,0
30.7,47.37,73.2,0,Rice,1
88.8,20.14,84.09,0,Rice,0
15.12,22.45,71.44,0,Sugarcane,1
89.43,21.99,21.34,1,Maize,0
39.89,41.15,36.22,1,Rice,0
18.62,21.17,25.21,0,Cotton,1
51.3,17.2,62.78,0,Rice,1
31.83,47.95,76.74,0,Sugarcane,1
34.21,15.82,28.29,0,Wheat,1
36.12,42.56,82.88,0,Wheat,1
78.26,27.06,61.66,0,Maize,0
55.83,42.77,71.75,1,Wheat,0
36.46,33.3,92.86,1,Rice,0
61.88,44.75,26.28,0,Sugarcane,0
70.87,45.56,87.59,0,Maize,1
33.17,15.3,29.46,0,Rice,1
45.15,17.49,49.47,0,Wheat,0
20.36,23.26,83.86,0,Cotton,1
25.4,37.09,87.97,0,Rice,1
67.9,44.31,57.98,0,Cotton,0
25.42,30.18,64.56,0,Cotton,1
54.64,35.03,73.11,1,Maize,0
70.27,21.22,82.46,0,Sugarcane,0
19.08,41.56,29.11,0,Wheat,1
58.22,46.92,80.76,1,Wheat,0
31.81,23.86,56.1,0,Rice,1
91.85,31.33,53.8,0,Wheat,0
51.1,17.84,51.79,0,Maize,0
78.51,33.45,58.19,1,Wheat,0
56.77,31.59,90.88,0,Rice,1
13.69,19.77,61.12,0,Wheat,1
63.82,29.59,91.49,0,Sugarcane,0
90.87,26.03,33.52,0,Cotton,0
61.14,32.22,74.31,0,Cotton,0
79.63,34.33,80.92,0,Cotton,0
85.16,15.28,70.93,1,Sugarcane,0
29.39,40.11,65.52,1,Maize,0
28.02,38.53,62.36,0,Rice,1
61.93,27.09,84.57,0,Sugarcane,0
44.94,16.75,81.62,0,Rice,1
81.39,39.91,29.17,1,Maize,0
86.5,46.52,83.64,0,Sugarcane,0
40.04,22.93,51.06,0,Wheat,1
30.13,25.68,39.03,1,Maize,1
76.34,21.07,85.23,0,Cotton,0
33.36,34.04,52.4,0,Sugarcane,1
79.92,20.11,80.63,1,Maize,0
46.02,26.75,39.76,1,Maize,0
66.74,38.0,20.29,0,Sugarcane,0
18.12,33.48,57.16,0,Cotton,1
63.03,27.75,27.52,1,Cotton,0
48.4,28.87,76.58,0,Maize,0
59.86,33.55,40.71,0,Rice,1
24.28,15.19,53.27,0,Maize,0
72.63,17.59,26.53,1,Sugarcane,0
83.34,44.08,41.5,0,Sugarcane,0
28.42,17.57,78.61,0,Sugarcane,1
18.14,38.32,31.37,1,Cotton,1
12.01,45.36,68.54,0,Wheat,1
64.57,23.93,88.81,1,Sugarcane,0
61.6,27.23,70.99,0,Sugarcane,0
56.47,33.77,80.83,0,Rice,1
29.72,44.1,28.17,0,Rice,0
43.23,46.08,38.8,0,Maize,1
60.53,39.41,87.09,0,Maize,0
52.23,17.86,73.63,1,Maize,0
93.96,37.08,67.97,0,Sugarcane,0
21.6,28.54,69.78,1,Rice,0
69.09,30.53,51.07,0,Maize,0
44.37,16.62,23.34,0,Rice,1
46.4,21.31,78.83,0,Sugarcane,1
71.0,41.09,70.9,0,Sugarcane,0
68.86,29.98,55.46,0,Maize,0
94.26,24.95,87.48,1,Sugarcane,0
20.91,27.67,45.21,0,Sugarcane,1
18.85,43.2,42.07,0,Rice,1
71.57,39.72,85.46,0,Wheat,0
59.16,23.99,79.77,0,Cotton,0
33.3,18.88,58.62,0,Maize,1
16.75,23.32,29.81,0,Wheat,1
17.28,45.38,36.13,0,Maize,1
86.01,34.19,69.22,1,Wheat,0
26.31,32.6,48.88,0,Sugarcane,1
37.49,34.68,82.74,0,Maize,1
29.27,27.08,91.25,0,Wheat,1
40.17,41.63,80.42,1,Cotton,0
15.9,32.27,48.32,0,Sugarcane,1
54.12,18.85,79.15,0,Maize,0
15.75,19.26,46.36,0,Maize,1
78.03,32.72,32.53,1,Wheat,0
29.87,45.91,22.5,0,Maize,1
55.9,25.18,48.93,0,Sugarcane,0
84.81,43.69,87.77,0,Rice,0
65.32,40.22,37.92,0,Wheat,0
55.3,23.18,35.49,0,Cotton,0
37.57,16.2,92.74,0,Maize,1
38.31,18.36,21.88,0,Sugarcane,1
66.91,39.04,78.93,0,Maize,0
94.5,21.59,44.1,0,Cotton,0
66.26,27.25,22.81,0,Sugarcane,0
57.41,31.56,88.84,0,Cotton,0
72.11,38.94,30.47,1,Sugarcane,0
49.54,18.74,61.38,0,Rice,1
15.11,28.41,40.55,1,Sugarcane,0
57.8,31.01,24.89,0,Cotton,0
91.4,32.85,23.74,1,Wheat,1
24.9,42.01,28.67,0,Rice,1
68.65,20.67,25.35,0,Maize,0
27.08,41.66,77.04,0,Rice,1
55.55,37.86,56.42,0,Rice,1
18.22,33.34,45.72,0,Maize,1
48.28,38.08,51.38,0,Sugarcane,1
74.27,28.6,89.67,0,Rice,0
39.54,19.57,88.31,0,Rice,1
66.52,36.97,73.68,0,Wheat,0
77.61,32.31,86.35,0,Wheat,1
88.81,36.1,43.97,0,Cotton,0
29.94,26.15,48.58,0,Maize,1
43.94,44.93,66.03,1,Sugarcane,0
22.96,34.38,66.77,0,Sugarcane,0
94.36,17.82,56.13,0,Cotton,0
88.8,29.84,50.05,1,Sugarcane,0
55.9,39.96,93.96,0,Sugarcane,0
81.57,41.21,81.58,0,Wheat,0
54.28,31.32,52.62,1,Sugarcane,0
63.0,44.53,74.55,0,Sugarcane,0
17.58,23.83,40.22,0,Cotton,1
74.2,28.55,27.51,1,Cotton,0
20.86,44.65,46.43,1,Rice,0
80.22,44.58,50.22,0,Sugarcane,0
76.47,37.63,21.24,0,Sugarcane,0
70.24,43.35,81.11,0,Sugarcane,0
13.07,17.93,46.94,0,Wheat,0
35.77,43.54,63.53,0,Sugarcane,1
32.36,25.58,25.55,0,Wheat,1
40.61,20.88,33.12,1,Rice,0
17.45,22.9,86.73,1,Maize,0
89.64,28.79,65.65,0,Sugarcane,0
57.07,23.29,91.27,0,Cotton,0
35.97,25.58,94.91,0,Cotton,0
43.74,19.45,47.89,0,Sugarcane,1
48.01,24.77,42.41,0,Wheat,0
61.05,33.89,84.38,1,Cotton,0
53.83,29.58,94.9,0,Cotton,0
88.15,26.44,67.22,1,Rice,0
52.24,39.63,79.64,0,Rice,0
94.33,44.49,78.63,0,Rice,0
82.37,39.97,46.65,0,Cotton,0
27.72,25.96,63.07,0,Cotton,1
89.1,39.57,82.48,1,Sugarcane,0
19.89,20.02,71.61,0,Sugarcane,1
79.48,19.3,21.59,0,Wheat,0
42.35,26.41,45.25,0,Cotton,0
84.63,41.65,30.84,0,Sugarcane,0
83.78,23.13,37.47,1,Sugarcane,0
78.5,17.09,87.91,0,Rice,0
77.15,19.35,22.77,0,Rice,0
35.9,43.34,36.49,0,Rice,1
16.88,35.91,43.22,0,Maize,1
44.25,23.36,66.27,0,Sugarcane,1
24.75,33.32,60.06,0,Rice,1
69.07,32.41,36.37,0,Rice,0
39.42,36.63,32.32,1,Cotton,0
92.93,22.7,37.76,0,Rice,0
64.48,43.53,57.69,0,Cotton,0
79.91,25.21,40.34,1,Wheat,1
21.26,37.91,91.07,0,Rice,1
83.27,15.53,54.79,0,Cotton,0
88.43,27.3,24.41,0,Rice,0
51.4,26.61,74.69,0,Wheat,0
61.53,32.93,44.66,0,Rice,0
75.01,17.4,69.01,0,Cotton,0
24.86,41.07,40.97,0,Wheat,1
52.72,22.19,62.81,0,Wheat,0
43.89,37.34,77.91,1,Wheat,0
22.44,41.51,89.6,0,Maize,1
41.24,33.54,39.58,1,Cotton,1
15.79,39.45,45.11,0,Maize,1
12.19,36.84,54.82,0,Wheat,1
21.49,26.73,89.54,0,Maize,1
91.86,41.69,87.6,0,Rice,0
56.71,24.73,26.74,0,Maize,0
92.09,33.85,29.89,1,Sugarcane,0
46.76,39.6,57.16,0,Wheat,0
36.5,27.51,28.0,0,Wheat,1
53.02,24.99,45.92,0,Cotton,0
47.36,30.16,31.13,0,Rice,1
18.98,41.99,67.7,0,Cotton,1
64.47,45.69,91.21,1,Maize,0
28.36,32.99,94.76,1,Sugarcane,0
62.66,36.83,48.14,0,Sugarcane,0
65.27,44.81,64.93,0,Sugarcane,0
22.92,18.25,84.22,0,Sugarcane,1
15.21,22.66,28.81,0,Rice,1
76.36,38.39,71.72,0,Maize,0
49.08,42.18,50.66,1,Sugarcane,0
14.94,43.28,35.46,1,Wheat,0
94.56,28.7,50.21,1,Maize,0
14.91,17.95,25.7,0,Rice,1
69.08,29.45,72.16,0,Sugarcane,0
93.61,22.61,38.96,0,Rice,0
30.33,24.61,43.36,0,Sugarcane,1
22.09,40.48,29.08,0,Wheat,1
20.32,17.49,84.85,0,Maize,0
35.78,42.31,57.01,0,Wheat,1
18.59,29.11,62.91,1,Sugarcane,1
68.83,34.67,62.71,0,Cotton,0
15.29,17.96,50.79,1,Maize,0
53.3,26.13,34.44,0,Rice,1
94.72,17.96,75.88,0,Sugarcane,0
79.19,46.73,29.53,1,Wheat,0
62.29,41.64,27.79,0,Cotton,0
36.03,30.17,73.26,0,Sugarcane,1
63.03,22.38,35.66,0,Rice,0
54.8,45.8,43.01,0,Wheat,0
46.22,26.37,55.64,0,Maize,0
21.11,20.31,53.7,1,Cotton,0
85.36,33.58,73.14,1,Sugarcane,0
48.23,46.14,66.76,0,Sugarcane,1
26.54,15.13,68.33,0,Sugarcane,0
41.26,22.86,73.55,1,Sugarcane,0
45.2,45.97,41.95,0,Wheat,0
80.34,20.65,44.17,0,Maize,0
72.36,18.74,52.85,1,Rice,0
75.39,33.82,43.06,1,Cotton,1
10.94,43.44,93.87,1,Sugarcane,0
45.37,30.74,81.05,0,Sugarcane,1
50.91,47.82,32.35,0,Maize,0
11.63,37.41,20.42,1,Maize,0
32.08,17.44,23.21,0,Wheat,1
74.62,47.76,38.3,1,Wheat,0
21.65,28.46,28.57,0,Wheat,1
55.5,24.48,60.0,1,Cotton,0
28.29,33.41,84.35,0,Wheat,1
11.03,25.04,75.26,0,Sugarcane,1
30.5,17.85,36.17,0,Wheat,1
92.95,15.05,49.95,0,Cotton,0
78.13,29.84,58.09,0,Wheat,0
91.56,42.62,80.77,0,Wheat,0
51.47,33.89,82.93,1,Sugarcane,0
19.33,47.97,88.23,0,Sugarcane,1
56.58,24.47,58.19,0,Sugarcane,1
48.62,24.26,72.07,0,Wheat,0
81.77,20.27,28.39,1,Sugarcane,1
18.34,20.41,62.4,0,Maize,1
51.5,24.41,38.65,0,Rice,1
22.75,41.16,52.38,1,Rice,1
37.6,44.89,67.55,0,Sugarcane,1
72.68,47.18,39.27,0,Cotton,0
50.46,22.67,23.91,0,Sugarcane,0
41.95,44.08,20.77,1,Sugarcane,0
43.53,25.83,21.66,0,Wheat,0
49.05,18.72,20.63,1,Cotton,0
76.73,43.71,28.28,1,Sugarcane,0
85.83,35.99,37.96,0,Maize,0
91.2,20.44,36.59,0,Rice,0
76.89,29.18,94.01,0,Maize,1
36.81,24.48,42.95,0,Maize,1
68.49,39.31,29.56,0,Maize,0
47.2,29.96,60.92,1,Cotton,0
31.65,47.65,84.35,0,Cotton,1
81.47,16.81,70.85,0,Cotton,1
13.27,26.72,42.21,0,Rice,1
86.65,30.9,62.12,0,Wheat,0
49.23,31.6,73.61,0,Sugarcane,1
64.16,25.43,74.61,0,Sugarcane,0
66.05,39.06,69.99,0,Wheat,0
86.09,43.87,85.31,0,Sugarcane,0
64.12,45.98,85.26,0,Maize,1
62.18,41.57,63.42,0,Rice,0
15.67,43.07,52.24,1,Sugarcane,1
54.06,33.17,68.12,1,Rice,0
22.76,42.25,81.37,0,Wheat,1
72.68,25.02,20.42,0,Sugarcane,0
53.54,28.15,94.4,1,Rice,0
67.82,25.46,33.72,0,Maize,0
13.54,30.42,55.27,0,Maize,1
17.21,24.42,85.4,0,Wheat,1
70.89,46.73,36.88,0,Cotton,0
16.13,25.32,55.76,0,Sugarcane,1
16.06,18.24,29.94,0,Maize,1
11.03,32.38,49.63,1,Maize,0
91.3,16.88,33.29,0,Wheat,0
72.69,18.65,47.27,0,Maize,1
40.03,22.24,48.01,1,Sugarcane,0
35.21,30.32,94.49,1,Wheat,0
39.72,29.3,94.61,1,Rice,0
75.85,41.39,28.61,1,Wheat,0
66.22,39.4,74.45,0,Sugarcane,0
25.74,29.07,23.88,1,Sugarcane,0
24.8,26.01,22.26,0,Rice,1
18.36,25.44,27.9,0,Wheat,1
66.13,40.54,92.41,0,Sugarcane,0
74.97,16.72,90.56,0,Sugarcane,0
32.53,15.42,34.54,1,Rice,0
11.78,41.25,32.13,0,Cotton,0
16.98,30.75,38.04,0,Wheat,1
92.27,19.32,58.67,0,Sugarcane,0
35.11,22.77,62.73,0,Maize,1
75.38,45.77,36.62,0,Rice,0
63.1,43.36,76.75,0,Cotton,0
42.46,38.42,43.22,1,Cotton,0
27.48,30.91,89.16,0,Rice,1
20.32,32.17,69.25,0,Cotton,1
62.28,47.18,52.73,0,Sugarcane,0
75.84,46.87,79.24,0,Cotton,0
64.73,22.1,81.34,0,Wheat,0
55.08,41.77,41.79,0,Maize,0
13.57,21.51,45.48,0,Sugarcane,1
92.32,22.05,90.2,0,Rice,0
77.89,37.31,32.36,0,Maize,0
34.89,28.37,23.16,0,Sugarcane,1
93.3,45.74,54.05,0,Maize,0
61.16,17.94,80.09,0,Cotton,0
59.51,31.88,77.88,0,Rice,1
73.59,45.31,88.96,1,Rice,0
79.0,44.84,59.99,0,Wheat,0
65.8,20.17,27.5,0,Cotton,0
20.89,27.1,64.15,0,Wheat,1
38.75,35.43,78.38,0,Wheat,1
88.89,20.26,27.0,0,Cotton,0
29.09,46.94,32.95,1,Sugarcane,0
41.63,45.19,20.92,1,Wheat,0
46.73,20.51,64.52,1,Maize,0
47.35,19.0,86.51,1,Sugarcane,0
62.1,17.82,70.3,0,Cotton,0
90.16,45.01,93.65,0,Rice,0
30.46,21.39,24.73,0,Sugarcane,1
20.33,28.74,87.73,1,Wheat,0
26.78,29.81,81.06,0,Maize,1
85.39,34.77,43.57,0,Cotton,0
64.89,17.37,93.01,0,Rice,0
34.3,22.48,41.6,1,Maize,1
79.36,45.74,86.7,0,Rice,0
83.22,44.98,86.06,0,Cotton,0
81.95,40.78,76.82,1,Sugarcane,0
88.11,15.64,62.26,0,Wheat,1
31.44,25.79,29.0,1,Cotton,0
74.18,35.72,59.9,0,Maize,0
49.15,24.08,46.76,0,Sugarcane,1
81.57,45.02,79.42,1,Rice,1
71.92,35.92,76.86,0,Sugarcane,0
76.0,17.37,88.3,0,Sugarcane,1
65.77,45.0,21.11,0,Maize,0
25.08,46.61,80.68,0,Wheat,1
56.33,17.56,90.38,0,Sugarcane,0
93.7,32.57,79.2,0,Sugarcane,0
89.68,25.01,29.76,0,Wheat,0
13.67,27.96,26.1,1,Wheat,0
24.01,20.93,21.56,0,Rice,1
21.2,34.08,67.16,0,Rice,1
71.71,46.61,67.23,0,Wheat,0
79.51,31.6,94.02,0,Cotton,0
28.15,17.74,49.85,1,Wheat,1
53.0,35.46,44.89,0,Rice,1
81.46,26.23,66.83,1,Maize,0
72.29,43.25,81.92,0,Maize,0
56.09,29.34,90.26,0,Sugarcane,0
60.18,21.36,80.23,0,Maize,0
53.21,21.31,52.0,0,Rice,1
35.29,40.37,67.62,0,Maize,1
58.03,23.76,84.22,0,Cotton,0
68.56,40.32,56.8,0,Wheat,0
84.23,21.79,36.25,1,Wheat,0
64.08,25.62,32.73,0,Rice,0
74.7,30.36,20.01,0,Sugarcane,0
23.61,46.13,73.87,0,Wheat,1
49.23,45.75,28.33,0,Maize,0
10.79,21.83,38.29,1,Cotton,0
30.97,26.82,42.34,0,Sugarcane,1
71.75,19.93,62.03,0,Sugarcane,0
94.3,31.83,49.85,0,Sugarcane,0
18.43,30.2,70.6,0,Wheat,1
44.13,44.73,24.17,0,Sugarcane,1
78.01,45.69,29.3,0,Rice,0
27.34,27.66,57.44,1,Maize,0
57.18,31.23,45.27,0,Cotton,0
72.31,44.58,42.19,0,Maize,0
62.36,41.62,25.03,0,Rice,0
25.98,15.12,87.18,0,Rice,1
40.21,25.56,71.89,1,Maize,0
76.62,28.92,29.12,1,Wheat,0
57.11,22.58,24.88,0,Rice,1
10.44,21.59,93.12,0,Sugarcane,1
74.68,16.25,71.09,0,Cotton,0
13.0,36.23,51.31,0,Cotton,1
73.39,23.66,72.63,0,Rice,0
27.21,16.73,76.72,1,Sugarcane,0
91.44,22.62,78.5,0,Maize,0
41.27,41.46,55.84,0,Cotton,0
37.79,43.1,52.24,1,Sugarcane,0
22.66,30.94,20.83,0,Sugarcane,0
35.98,28.73,89.49,1,Wheat,0
84.52,47.27,65.25,0,Rice,0
94.69,21.62,35.24,1,Sugarcane,1
41.31,22.11,88.97,0,Maize,1
48.13,24.63,88.62,0,Cotton,0
71.38,20.7,94.19,0,Wheat,0
85.33,27.52,85.55,0,Maize,0
60.41,45.06,94.83,0,Cotton,0
43.28,35.31,38.35,1,Rice,0
45.07,28.59,83.17,1,Maize,0
69.13,45.84,81.73,0,Cotton,0
10.27,16.6,37.32,0,Wheat,1
62.67,21.94,27.38,0,Cotton,0
40.22,33.67,93.46,0,Sugarcane,1
77.51,35.31,42.2,0,Wheat,0
17.9,16.31,85.32,1,Maize,0
60.0,28.3,20.31,0,Rice,1
50.88,36.42,21.58,0,Wheat,0
64.6,38.04,54.94,0,Wheat,0
15.51,36.06,37.9,1,Wheat,0
59.3,25.58,71.74,0,Cotton,0
57.73,18.09,62.42,0,Sugarcane,0
57.66,29.09,25.81,0,Rice,0
61.3,19.25,32.2,0,Rice,0
67.5,46.27,49.1,0,Sugarcane,0
78.42,30.68,33.92,0,Cotton,0
32.93,25.47,79.42,0,Cotton,1
80.13,40.29,51.21,0,Sugarcane,0
52.35,31.43,27.01,1,Sugarcane,0
16.55,25.23,56.33,0,Maize,1
14.98,41.79,26.81,0,Cotton,1
38.41,43.62,29.67,0,Wheat,1
76.72,37.21,37.97,0,Rice,1
70.15,16.55,84.46,0,Cotton,0
77.03,33.69,89.35,0,Sugarcane,0
53.97,40.19,81.97,0,Wheat,0
47.42,19.5,45.06,1,Maize,0
22.53,22.55,40.43,1,Maize,0
37.9,44.12,61.19,0,Wheat,1
46.89,15.66,74.14,0,Wheat,0
17.53,39.84,94.5,1,Sugarcane,0
28.75,30.63,29.87,0,Sugarcane,1
60.85,29.74,23.7,0,Rice,0
72.53,15.23,72.08,1,Rice,0
94.86,42.04,82.42,1,Maize,1
89.31,26.87,83.48,0,Wheat,0
64.62,32.85,70.88,0,Maize,0
45.81,37.35,91.55,0,Sugarcane,1
64.08,38.19,58.33,1,Cotton,0
76.78,46.55,88.54,1,Sugarcane,0
20.06,32.53,92.59,0,Cotton,1
44.84,28.19,83.54,1,Wheat,0
81.38,46.47,43.23,0,Wheat,0
42.63,36.19,34.72,0,Wheat,0
58.61,24.84,61.11,1,Rice,0
59.96,19.17,53.98,0,Rice,1
25.68,42.8,85.83,0,Cotton,1
40.79,26.95,27.5,0,Maize,1
38.43,36.8,39.33,0,Maize,1
12.23,30.54,76.38,0,Cotton,1
12.06,21.56,27.12,0,Rice,0
80.69,34.86,44.06,1,Sugarcane,0
33.21,17.0,49.04,0,Cotton,1
54.04,28.64,66.69,1,Maize,0
35.39,33.04,31.86,0,Cotton,0
89.96,29.39,84.55,0,Cotton,0
32.04,39.71,53.57,0,Wheat,1
46.52,42.32,88.78,1,Rice,0
84.18,40.45,55.09,0,Wheat,0
81.56,16.28,40.63,0,Rice,0
25.82,21.41,30.64,1,Cotton,0
78.22,32.71,20.28,0,Rice,0
48.95,45.85,59.91,1,Maize,0
51.05,42.55,28.04,1,Wheat,0
21.35,42.8,49.38,0,Cotton,1
16.85,25.01,64.2,0,Maize,1
71.87,29.17,40.68,0,Rice,0
52.2,30.53,33.14,0,Rice,1
